Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2008-02-19;614,5028;631,529;614,5028;629,3583;0;0
2008-02-18;617,4501;619,8415;615,2637;618,9533;0;0
2008-02-15;620,2126;624,3015;611,7623;615,0334;0;0
2008-02-14;618,8295;624,9829;616,5049;621,2909;0;0
2008-02-13;620,7322;624,8458;614,4248;620,458;0;0
2008-02-12;635,9197;636,1948;620,7869;622,7817;0;0
2008-02-11;634,4382;637,739;629,8996;635,951;0;0
2008-02-08;626,4039;635,7748;625,8527;635,2925;0;0
2008-02-07;622,3488;625,5062;615,1417;624,0648;0;0
2008-02-06;607,2772;621,2297;605,9093;616,2369;0;0
2008-02-05;615,1961;615,1961;601,988;604,439;0;0
2008-02-04;612,9206;613,9322;601,524;609,3465;0;0
2008-02-01;621,5327;629,3908;606,891;607,8984;0;0
2008-01-31;625,0168;625,0168;617,2159;622,3941;0;0
2008-01-30;623,2275;632,5456;618,4335;627,549;0;0
2008-01-29;628,7823;631,7606;622,6223;624,7885;0;0
2008-01-28;621,0776;629,9559;620,3321;629,4815;0;0
2008-01-25;620,9452;628,3577;616,117;621,0133;0;0
2008-01-24;607,9247;623,2012;607,2427;622,7238;0;0
2008-01-23;609,2356;614,2446;601,2762;611,9116;0;0
2008-01-22;591,0722;617,4969;586,2426;615,4961;0;0
2008-01-21;604,1983;604,7507;594,324;596,4646;0;0
2008-01-18;597,2468;605,629;593,2942;599,3594;0;0
2008-01-17;598,9381;605,8131;596,2154;596,6918;0;0
2008-01-16;605,4624;608,3018;591,1979;594,8486;0;0
2008-01-15;610,708;614,47;601,6391;601,6391;0;0
2008-01-14;604,6996;613,8301;604,1625;607,3179;0;0
2008-01-11;603,9075;607,2201;599,9865;605,53;0;0
2008-01-10;598,5541;608,921;590,6425;608,3072;0;0
2008-01-09;597,9564;607,3569;593,733;597,8201;0;0
2008-01-08;587,3512;599,524;587,0792;596,9398;0;0
2008-01-07;582,3542;587,7199;581,1995;583,4409;0;0
2008-01-03;580,3565;589,3717;578,8653;584,9658;0;0
2008-01-02;570,6699;586,5332;570,4657;582,7887;0;0
2008-01-01;566,1979;566,1979;566,1979;566,1979;0;0
2007-12-31;572,0399;574,2137;563,4807;566,2659;0;0
2007-12-28;561,0536;571,9439;561,0536;571,2633;0;0
2007-12-27;567,9939;572,8851;565,9961;567,8562;0;0
2007-12-24;561,8142;566,6065;561,6752;563,5505;0;0
2007-12-21;554,1725;565,16;554,1725;563,7691;0;0
2007-12-20;557,7392;558,924;552,7214;555,3697;0;0
2007-12-14;552,8982;553,7942;543,5247;547,4533;0;0
2007-12-13;554,3826;554,3826;539,4674;542,6684;0;0
2007-12-12;549,029;557,138;547,5979;554,6848;0;0
2007-12-11;551,4585;554,7301;547,7099;549,5502;0;0
2007-12-10;542,8727;552,113;541,5138;549,735;0;0
2007-12-07;548,092;549,0477;540,583;542,7674;0;0
2007-12-06;545,0735;553,7309;539,5767;551,6697;0;0
2007-12-05;547,0109;547,894;537,9756;540,4891;0;0
2007-12-04;536,8021;546,5708;533,7494;545,4854;0;0
2007-12-03;538,0472;539,6836;529,7286;538,3881;0;0
2007-11-30;538,6491;540,275;527,6065;530,6551;0;0
2007-11-29;547,9034;548,2426;539,2184;539,3541;0;0
2007-11-28;550,2814;550,2814;536,4481;543,9072;0;0
2007-11-27;553,5835;557,6173;542,8264;545,5829;0;0
2007-11-26;555,8774;563,7589;553,5197;554,9343;0;0
2007-11-23;545,8843;557,6339;544,9389;556,756;0;0
2007-11-22;540,3601;543,3273;540,2927;543,125;0;0
2007-11-21;542,1898;545,0925;536,3845;540,2997;0;0
2007-11-20;528,3734;540,4126;527,9675;536,422;0;0
2007-11-19;539,4432;539,9208;529,48;533,5062;0;0
2007-11-16;539,2806;544,468;534,9805;537,0965;0;0
2007-11-15;558,3032;558,8496;534,9409;538,5614;0;0
2007-11-14;548,2313;555,034;547,1428;552,7891;0;0
2007-11-13;547,1349;553,7756;543,575;547,6142;0;0
2007-11-12;560,6695;562,933;542,767;544,8934;0;0
2007-11-09;569,7065;570,66;563,1002;566,5736;0;0
2007-11-08;568,4577;576,8444;564,2302;567,2303;0;0
2007-11-07;566,635;574,5823;563,1707;564,7331;0;0
2007-11-06;555,5097;567,0585;555,166;565,7524;0;0
2007-11-05;553,2165;560,1187;553,0094;556,7366;0;0
2007-11-01;551,4803;553,075;543,5069;546,4189;0;0
2007-10-31;539,5584;549,3182;539,0738;548,8337;0;0
2007-10-30;545,9846;546,6787;540,9176;542,8611;0;0
2007-10-29;550,066;552,0117;545,7578;549,7186;0;0
2007-10-26;538,3064;545,6758;538,1674;545,4672;0;0
2007-10-25;533,5803;537,9132;532,3922;537,7036;0;0
2007-10-24;532,6774;536,4723;529,7962;536,4723;0;0
2007-10-23;530,7984;534,3061;529,8162;533,0433;0;0
2007-10-22;537,4135;538,4018;525,9071;532,4015;0;0
2007-10-19;538,5638;539,2637;530,7251;535,6243;0;0
2007-10-18;531,7155;536,4711;528,9181;535,5619;0;0
2007-10-17;533,3099;538,7324;529,7183;531,4789;0;0
2007-10-16;538,5866;542,1201;532,6502;536,3251;0;0
2007-10-15;529,8749;534,5846;529,8046;533,8113;0;0
2007-10-12;526,5646;531,0096;526,2824;529,6691;0;0
2007-10-11;522,5016;531,0233;522,5016;527,0089;0;0
2007-10-10;523,6109;527,4989;521,9143;522,904;0;0
2007-10-09;520,1254;527,7481;517,5607;525,9671;0;0
2007-10-08;526,2971;526,2971;518,8445;520,335;0;0
2007-10-05;520,9395;526,811;514,785;525,3254;0;0
2007-10-04;513,1476;523,6374;510,8796;522,9286;0;0
2007-10-03;517,0835;518,7038;511,659;513,068;0;0
2007-10-02;521,779;521,779;511,4719;516,7667;0;0
2007-10-01;523,398;525,6464;520,8685;524,9438;0;0
2007-09-28;519,7123;526,1302;518,8659;524,6491;0;0
2007-09-27;513,6107;519,182;513,6107;517,842;0;0
2007-09-26;517,0242;521,5545;514,0511;515,8208;0;0
2007-09-25;515,9507;516,4469;512,477;513,6112;0;0
2007-09-24;519,6627;522,001;514,8445;518,3164;0;0
2007-09-21;524,3078;525,1619;517,3322;520,4641;0;0
2007-09-20;516,6786;526,4433;516,6786;522,9508;0;0
2007-09-19;518,3542;519,2844;515,635;516,3506;0;0
2007-09-18;516,478;520,5163;513,5934;516,478;0;0
2007-09-17;512,3586;518,8441;511,3497;516,4661;0;0
2007-09-14;508,8745;517,8211;508,0086;510,4618;0;0
2007-09-13;509,1746;511,1895;506,3683;509,6064;0;0
2007-09-12;512,7116;513,8639;508,4624;512,6395;0;0
2007-09-11;508,8252;516,8547;508,3912;515,1186;0;0
2007-09-10;510,9823;512,5045;506,9953;509,9674;0;0
2007-09-07;505,8411;515,9901;505,403;511,6092;0;0
2007-09-06;500,8413;510,4982;499,5245;509,035;0;0
2007-09-05;500,6623;502,9438;499,4848;502,355;0;0
2007-09-04;495,9499;503,0928;495,2135;502,1355;0;0
2007-09-03;493,3245;494,1314;492,5176;492,811;0;0
2007-08-31;487,1215;492,375;486,6107;490,6239;0;0
2007-08-30;488,1705;490,4482;487,2888;487,95;0;0
2007-08-29;486,538;490,573;486,0978;489,766;0;0
2007-08-28;488,2904;489,2418;484,7043;485,5826;0;0
2007-08-27;488,9442;489,3103;487,6263;488,5781;0;0
2007-08-24;483,8781;491,4432;483,8781;491,3698;0;0
2007-08-23;488,1391;489,7598;484,9713;485,4133;0;0
2007-08-22;486,7709;490,5507;486,5486;489,8095;0;0
2007-08-21;487,5629;488,3032;484,4537;486,9707;0;0
2007-08-20;486,8655;490,1306;485,8267;488,2755;0;0
2007-08-17;480,0803;492,3443;479,7087;488,7022;0;0
2007-08-16;495,5613;497,0533;479,1496;485,1921;0;0
2007-08-15;494,5088;497,9222;491,4663;496,0671;0;0
2007-08-14;492,0903;494,1505;490,2509;492,6054;0;0
2007-08-13;490,66;492,4914;490,0008;490,8798;0;0
2007-08-10;486,6667;495,7509;482,6374;492,8205;0;0
2007-08-09;490,1304;490,7131;480,807;481,5354;0;0
2007-08-08;486,0809;490,7206;485,646;488,9807;0;0
2007-08-07;486,0084;487,7483;483,1811;487,3133;0;0
2007-08-06;487,263;488,4933;484,3682;486,1774;0;0
2007-08-03;486,2714;493,3547;485,6141;492,6975;0;0
2007-08-02;486,3876;488,2904;485,0702;486,8267;0;0
2007-08-01;484,0079;488,4725;482,7637;487,8138;0;0
2007-07-31;485,3724;488,2177;484,2052;484,8617;0;0
2007-07-30;484,8086;487,737;483,1247;487,2245;0;0
2007-07-27;485,7519;486,631;481,5765;483,6276;0;0
2007-07-26;492,5667;493,0039;481,271;482,5098;0;0
2007-07-25;494,8701;494,9429;488,0303;490,5042;0;0
2007-07-24;493,0239;496,8553;492,5179;492,9517;0;0
2007-07-23;494,1032;495,4056;492,1496;493,2349;0;0
2007-07-20;490,0384;497,2832;489,4588;494,8924;0;0
2007-07-19;486,3242;490,4486;485,7453;489,7974;0;0
2007-07-18;485,6666;489,2953;482,8362;488,3519;0;0
2007-07-16;484,6528;485,8863;481,6051;482,5484;0;0
2007-07-13;483,8921;485,1981;481,2799;484,1097;0;0
2007-07-12;480,8529;485,4221;480,4903;483,754;0;0
2007-07-11;484,0399;484,4034;479,968;480,3315;0;0
2007-07-10;482,9504;486,8286;482,9504;485,5115;0;0
2007-07-09;480,508;487,3357;480,508;485,2067;0;0
2007-07-06;475,8753;482,5684;474,6249;482,4213;0;0
2007-07-05;480,8651;481,5249;473,3871;476,8329;0;0
2007-07-04;480,5405;481,2013;479,7327;480,6873;0;0
2007-07-03;483,7145;483,7145;479,5971;480,2588;0;0
2007-07-02;478,4368;484,9868;478,4368;483,6621;0;0
2007-06-29;480,1925;482,7842;479,8223;480,7109;0;0
2007-06-28;479,2456;482,8098;478,7258;482,29;0;0
2007-06-27;477,0055;479,9821;476,4846;479,238;0;0
2007-06-26;482,4666;483,581;475,7801;477,7117;0;0
2007-06-25;484,8079;485,848;482,2078;483,1736;0;0
2007-06-22;485,7526;488,7285;484,4133;486,7941;0;0
2007-06-21;489,3633;489,8112;483,3172;486,4522;0;0
2007-06-20;491,8448;492,7385;485,6632;486,0356;0;0
2007-06-19;489,8157;494,0685;487,8759;493,1732;0;0
2007-06-18;491,5697;491,7189;488,4363;489,7046;0;0
2007-06-15;489,1092;492,6393;488,3581;492,2638;0;0
2007-06-14;488,65;491,4311;485,3428;489,7023;0;0
2007-06-13;485,5121;491,0815;484,0822;490,3289;0;0
2007-06-12;489,4717;489,6965;483,9266;484,9007;0;0
2007-06-11;487,8323;490,453;486,3347;489,3298;0;0
2007-06-08;492,6212;492,771;482,2084;486,0289;0;0
2007-06-07;498,5152;499,0349;488,4929;489,5323;0;0
2007-06-06;496,5589;496,9289;492,1927;495,7449;0;0
2007-06-05;497,1918;497,783;494,3837;495,0488;0;0
2007-06-04;496,6622;500,00;496,588;497,7006;0;0
2007-06-01;493,0783;500,2977;492,4829;499,5534;0;0
2007-05-31;487,6236;492,0836;487,4749;491,7862;0;0
2007-05-30;489,4188;490,8346;485,7675;486,7362;0;0
2007-05-29;485,1581;490,1177;484,7879;486,4164;0;0
2007-05-28;487,8466;487,9952;487,1776;487,4006;0;0
2007-05-25;487,0173;488,9517;486,1989;487,9101;0;0
2007-05-24;491,746;492,4896;484,6074;485,6484;0;0
2007-05-23;489,3254;492,8095;487,1757;490,3632;0;0
2007-05-22;493,1619;494,5741;489,3712;490,0401;0;0
2007-05-21;492,2642;493,975;488,8426;493,2312;0;0
2007-05-18;488,0908;492,2461;486,9036;490,9846;0;0
2007-05-17;491,4176;491,4916;483,649;486,0166;0;0
2007-05-15;493,7952;497,5624;491,1361;497,1931;0;0
2007-05-14;496,7156;498,2655;491,9182;493,8372;0;0
2007-05-11;495,106;498,9619;494,8094;497,7013;0;0
2007-05-10;501,8112;501,959;490,7223;491,979;0;0
2007-05-09;506,6864;507,3513;499,0026;502,6967;0;0
2007-05-08;507,5232;507,7445;503,2453;505,2368;0;0
2007-05-07;506,3533;506,8674;504,5905;506,0595;0;0
2007-05-04;501,9541;509,2545;501,6592;507,4847;0;0
2007-05-03;494,5273;501,5059;494,3804;500,4775;0;0
2007-05-02;494,8484;495,8787;491,1687;495,2164;0;0
2007-04-30;498,6402;500,7718;496,8761;497,9052;0;0
2007-04-27;493,22;499,7434;491,9006;499,6702;0;0
2007-04-26;504,4131;505,3692;493,8953;496,2489;0;0
2007-04-25;502,0148;503,4801;500,3297;501,8683;0;0
2007-04-24;507,1418;509,3506;501,2516;503,6077;0;0
2007-04-23;509,1834;511,3226;506,7493;508,2983;0;0
2007-04-20;503,9688;510,1426;500,9554;508,5991;0;0
2007-04-19;502,9777;505,551;499,228;501,0661;0;0
2007-04-18;508,3597;509,0963;504,9716;508,2124;0;0
2007-04-17;507,5651;510,0745;506,1628;506,6057;0;0
2007-04-16;507,1587;510,2583;504,2804;509,9631;0;0
2007-04-13;500,8129;507,0204;499,7783;505,5424;0;0
2007-04-12;503,8242;504,7895;498,552;501,8193;0;0
2007-04-11;504,9933;507,5272;502,683;504,1735;0;0
2007-04-10;503,5751;507,8951;503,4262;503,9475;0;0
2007-04-05;503,4024;505,3466;502,3555;504,524;0;0
2007-04-04;498,5021;505,692;498,1276;504,9431;0;0
2007-04-03;497,2301;499,9251;495,658;497,305;0;0
2007-04-02;496,4836;499,0274;491,1716;497,157;0;0
2007-03-30;498,3481;501,5768;496,3958;499,0239;0;0
2007-03-29;497,7531;498,9515;491,0126;496,0305;0;0
2007-03-28;498,6515;501,6482;497,0782;499,3257;0;0
2007-03-27;497,1904;498,8387;495,6919;496,2913;0;0
2007-03-26;496,9469;501,1685;496,0422;501,1685;0;0
2007-03-23;496,886;498,987;491,5585;493,2093;0;0
2007-03-22;498,3147;499,588;495,9179;497,341;0;0
2007-03-21;496,8028;499,9624;494,3203;499,7367;0;0
2007-03-20;492,0277;497,2924;490,9747;495,5626;0;0
2007-03-19;492,0694;493,4226;490,1902;491,6936;0;0
2007-03-16;485,1032;492,0826;485,1032;490,2814;0;0
2007-03-15;487,5246;491,8343;486,9197;488,5831;0;0
2007-03-14;487,5977;490,025;482,9705;488,8872;0;0
2007-03-13;492,6615;493,7963;485,55;487,0631;0;0
2007-03-12;496,8836;497,2636;490,9547;494,3752;0;0
2007-03-09;496,9973;500,4181;492,2083;492,7404;0;0
2007-03-08;496,2743;498,9355;494,4495;494,9057;0;0
2007-03-07;489,8363;496,2314;489,8363;494,252;0;0
2007-03-06;491,5267;494,8855;489,1603;494,3511;0;0
2007-03-05;489,3373;491,8597;483,9869;485,4391;0;0
2007-03-02;502,545;504,6722;486,3633;489,4781;0;0
2007-03-01;506,9187;510,4726;500,1134;501,9282;0;0
2007-02-28;508,8184;512,9059;500,492;507,3045;0;0
2007-02-27;517,3092;521,0885;508,7679;510,9599;0;0
2007-02-26;520,9726;523,1763;518,465;522,2644;0;0
2007-02-23;514,9993;524,2881;514,847;520,3289;0;0
2007-02-22;517,8544;519,8382;515,2602;517,0914;0;0
2007-02-21;502,016;519,5131;500,038;516,0898;0;0
2007-02-20;510,5363;510,5363;498,6687;501,1031;0;0
2007-02-19;511,4225;511,6509;510,128;511,0417;0;0
2007-02-16;508,0418;510,1761;505,1452;510,1761;0;0
2007-02-15;509,0964;510,5428;504,3008;510,086;0;0
2007-02-14;510,7782;513,7593;509,4023;511,3897;0;0
2007-02-13;510,0599;513,9763;507,6793;510,3671;0;0
2007-02-12;514,1247;514,665;509,2621;511,1917;0;0
2007-02-09;508,1879;514,4153;505,1126;512,647;0;0
2007-02-08;499,6536;509,1217;498,5759;508,8908;0;0
2007-02-07;505,2745;505,8135;500,6545;501,6555;0;0
2007-02-06;502,5859;508,4523;502,4315;504,1297;0;0
2007-02-05;500,5803;504,7582;499,9613;501,7408;0;0
2007-02-02;504,3011;506,8357;493,6252;497,6191;0;0
2007-02-01;501,6129;508,0645;500,6913;505,0691;0;0
2007-01-31;498,1473;505,7125;495,5998;504,2458;0;0
2007-01-30;495,6059;499,152;495,2205;499,152;0;0
2007-01-29;497,7169;501,5092;496,0143;499,5743;0;0
2007-01-25;498,1507;504,5461;497,0719;497,9966;0;0
2007-01-24;494,6559;499,0388;491,0419;498,5775;0;0
2007-01-23;487,9601;496,8558;487,5767;496,8558;0;0
2007-01-22;490,4917;494,8206;488,3272;488,7137;0;0
2007-01-19;485,4144;491,1252;484,2568;490,585;0;0
2007-01-18;489,6301;492,803;484,9869;485,6833;0;0
2007-01-17;483,3062;491,3626;480,3625;489,5809;0;0
2007-01-16;483,8261;484,9842;480,6608;482,3593;0;0
2007-01-15;483,8884;485,5112;483,6566;484,043;0;0
2007-01-12;476,0723;487,1636;474,4435;485,6899;0;0
2007-01-11;470,8102;474,5841;470,2711;470,8873;0;0
2007-01-09;471,6546;473,3446;465,5093;471,2705;0;0
2007-01-08;467,0152;470,0138;464,4779;468,8605;0;0
2007-01-04;479,6276;480,5433;473,1421;474,134;0;0
2007-01-03;483,8637;487,6427;472,451;474,265;0;0
2007-01-02;481,7634;483,4213;479,5026;482,4416;0;0
2006-12-29;481,7009;483,2954;481,0934;483,2954;0;0
2006-12-28;476,5809;482,8057;476,1254;481,667;0;0
2006-12-27;475,1881;478,4558;475,0361;477,2399;0;0
2006-12-21;470,8605;472,3782;468,6599;469,1911;0;0
2006-12-20;471,1051;472,9986;468,8328;470,1962;0;0
2006-12-19;468,7642;473,4002;467,4722;473,3242;0;0
2006-12-18;470,7904;472,1649;467,354;470,4086;0;0
2006-12-15;478,3306;480,2381;468,564;469,9375;0;0
2006-12-14;476,1977;477,0315;473,772;474,0752;0;0
2006-12-13;473,954;475,2356;470,1093;474,0294;0;0
2006-12-12;475,7626;476,0646;473,0444;475,3851;0;0
2006-12-08;476,1223;480,7171;469,2679;470,699;0;0
2006-12-07;474,2423;475,8968;469,6548;475,1448;0;0
2006-12-06;481,6936;481,6936;473,03;475,4407;0;0
2006-12-05;483,0845;486,9102;479,1838;482,4094;0;0
2006-12-04;486,1372;486,4378;481,2533;485,3858;0;0
2006-12-01;488,6741;490,7883;486,1069;487,768;0;0
2006-11-30;483,2576;491,7424;482,803;491,5909;0;0
2006-11-29;486,4331;486,7371;482,4808;483,3929;0;0
2006-11-28;486,3467;487,868;481,2505;486,4988;0;0
2006-11-27;488,4856;489,2481;485,4354;488,5619;0;0
2006-11-24;483,2543;489,6008;482,6426;487,7657;0;0
2006-11-23;485,679;490,9288;485,679;486,837;0;0
2006-11-22;486,9626;492,7829;486,6522;488,1266;0;0
2006-11-20;485,3205;488,3576;483,3736;484,8532;0;0
2006-11-17;484,1866;487,4746;481,0553;486,9266;0;0
2006-11-16;487,4258;491,0184;482,5055;482,5055;0;0
2006-11-15;486,3196;488,6648;481,0037;486,5541;0;0
2006-11-14;485,8079;491,0324;482,6887;484,0923;0;0
2006-11-13;491,7381;491,7381;483,5542;487,9189;0;0
2006-11-10;493,7811;495,1026;486,0075;488,1064;0;0
2006-11-09;483,1979;497,1085;482,0256;495,5455;0;0
2006-11-08;489,5116;490,1378;479,8841;481,9192;0;0
2006-11-07;490,1607;493,4536;489,3767;489,4551;0;0
2006-11-06;492,7571;494,489;490,0016;490,8676;0;0
2006-11-03;488,4013;493,3386;483,9342;492,3198;0;0
2006-11-02;481,8673;490,5616;481,1624;488,5251;0;0
2006-11-01;476,2875;485,3806;476,2875;484,9102;0;0
2006-10-31;472,8261;476,213;471,0145;476,213;0;0
2006-10-30;474,5616;480,5378;473,3035;474,7189;0;0
2006-10-27;468,8165;473,3107;466,53;471,8915;0;0
2006-10-26;468,0313;473,0894;466,0555;471,4297;0;0
2006-10-25;464,0699;470,2703;460,6518;470,2703;0;0
2006-10-24;461,4465;468,2242;456,9014;467,1079;0;0
2006-10-23;471,4877;471,886;461,612;463,3641;0;0
2006-10-20;475,9867;477,7302;468,3785;468,9333;0;0
2006-10-19;468,7525;478,5447;466,7622;476,9525;0;0
2006-10-18;471,7372;474,8465;468,0698;470,3022;0;0
2006-10-17;475,8065;476,7646;467,5024;471,7343;0;0
2006-10-16;473,1922;476,5482;471,4343;476,0687;0;0
2006-10-13;460,7171;470,5179;459,761;470,2789;0;0
2006-10-12;458,7822;462,0541;455,3507;462,0541;0;0
2006-10-10;461,1581;463,8698;453,8204;457,4892;0;0
2006-10-09;459,097;461,0807;453,3841;456,6373;0;0
2006-10-06;451,3582;453,1744;442,5932;452,2268;0;0
2006-10-05;442,3394;451,7727;441,9464;450,9866;0;0
2006-10-04;456,3229;458,0574;440,2397;447,4929;0;0
2006-10-02;475,7588;476,3106;468,9791;469,3733;0;0
2006-09-29;475,9873;476,1453;469,3523;473,5387;0;0
2006-09-28;473,1377;477,70;472,0365;473,6097;0;0
2006-09-27;467,3604;475,2444;466,572;475,0079;0;0
2006-09-26;465,4589;467,9795;461,5203;465,7739;0;0
2006-09-25;462,0927;463,5808;455,9054;461,3095;0;0
2006-09-22;458,2195;462,5107;455,8789;459,5459;0;0
2006-09-21;453,46;459,901;453,0673;459,037;0;0
2006-09-20;452,5876;463,001;452,1931;456,8476;0;0
2006-09-19;463,5688;463,5688;452,5842;452,9793;0;0
2006-09-18;461,1922;464,5085;456,4548;463,9558;0;0
2006-09-15;455,4635;459,4872;450,4142;456,2525;0;0
2006-09-14;463,1769;467,7356;453,0378;453,0378;0;0
2006-09-13;458,547;468,4073;456,7327;465,962;0;0
2006-09-12;468,4082;471,0048;461,1692;462,8216;0;0
2006-09-11;466,6876;470,6993;458,6643;465,5077;0;0
2006-09-08;485,2513;485,5659;477,0707;480,6104;0;0
2006-09-07;498,861;499,8822;482,0517;484,251;0;0
2006-09-06;498,7884;499,8046;494,7237;494,9582;0;0
2006-09-05;490,9446;500,3903;489,6955;498,9071;0;0
2006-09-04;488,2509;488,4843;487,0059;487,4728;0;0
2006-09-01;488,5699;489,5061;483,5765;488,4918;0;0
2006-08-31;482,4527;488,2111;482,2971;487,9776;0;0
2006-08-30;480,4182;484,787;477,9997;482,4466;0;0
2006-08-29;481,4959;482,6671;474,0006;478,451;0;0
2006-08-28;486,6406;487,7344;478,8281;479,6875;0;0
2006-08-25;487,6979;489,6568;485,7389;488,168;0;0
2006-08-24;485,9325;488,4265;482,2695;484,2179;0;0
2006-08-23;486,2629;492,3509;485,0921;485,7946;0;0
2006-08-22;489,3069;490,3996;484,3116;487,2775;0;0
2006-08-21;480,1455;486,1831;479,5263;486,1831;0;0
2006-08-18;479,3782;483,9088;474,379;480,2375;0;0
2006-08-17;488,9355;490,9543;476,5122;477,2109;0;0
2006-08-16;489,7209;494,8018;488,6266;491,5188;0;0
2006-08-15;492,5737;492,9666;487,6228;491,002;0;0
2006-08-14;494,8892;497,9556;490,5646;494,7319;0;0
2006-08-11;501,8395;505,0489;490,0196;495,2642;0;0
2006-08-10;508,0501;508,7501;493,3499;494,0499;0;0
2006-08-09;496,6224;509,1234;496,6224;505,0858;0;0
2006-08-08;503,0766;505,569;499,4937;502,064;0;0
2006-08-07;505,7588;507,7821;502,8794;504,2802;0;0
2006-08-04;505,3158;511,8043;503,596;505,6285;0;0
2006-08-03;507,9415;508,8804;500,0391;504,9683;0;0
2006-08-02;506,8761;513,1271;505,4696;508,5951;0;0
2006-08-01;496,4339;507,72;494,5529;507,2498;0;0
2006-07-31;499,4125;499,4125;492,5981;496,9061;0;0
2006-07-28;498,1049;504,5799;494,7094;502,3689;0;0
2006-07-27;494,622;502,3946;493,7584;497,6839;0;0
2006-07-26;491,3006;495,3523;487,4076;494,4784;0;0
2006-07-25;492,007;493,9854;482,8268;489,5536;0;0
2006-07-24;484,6038;489,195;476,688;484,8413;0;0
2006-07-21;492,5867;502,918;485,8044;490,7729;0;0
2006-07-20;504,3107;509,2146;503,757;505,1807;0;0
2006-07-19;502,8842;518,2663;495,2732;514,3407;0;0
2006-07-18;518,953;522,4643;501,1571;503,7108;0;0
2006-07-17;538,3941;539,3509;515,1104;517,3431;0;0
2006-07-14;522,5012;527,3172;520,4485;525,0276;0;0
2006-07-13;511,8973;516,7822;508,3517;516,5458;0;0
2006-07-12;504,0088;515,3278;504,0088;511,712;0;0
2006-07-11;492,6194;504,9466;492,5408;504,8681;0;0
2006-07-10;493,1776;494,1186;486,5119;489,7271;0;0
2006-07-07;494,4436;499,3739;491,6262;493,661;0;0
2006-07-06;489,6741;498,7043;488,3392;497,605;0;0
2006-07-05;489,2137;492,4965;482,6481;492,0275;0;0
2006-07-04;486,2013;487,2957;485,3412;486,2794;0;0
2006-07-03;479,9844;489,0539;479,9844;488,2721;0;0
2006-06-30;472,7444;484,3074;471,2499;482,2622;0;0
2006-06-29;464,5223;477,2927;463,5645;476,8936;0;0
2006-06-28;463,4049;466,9053;458,8703;460,3023;0;0
2006-06-27;470,1201;474,6558;462,4811;463,0381;0;0
2006-06-26;465,2496;467,7971;459,6768;466,3641;0;0
2006-06-23;467,4452;469,045;457,8468;466,7253;0;0
2006-06-22;471,7851;473,0568;462,1682;462,2476;0;0
2006-06-21;457,5681;466,9094;451,5516;464,6928;0;0
2006-06-20;455,5237;459,6684;450,3427;459,509;0;0
2006-06-19;452,5455;456,7548;449,2892;451,9895;0;0
2006-06-16;459,6475;461,8607;448,2649;458,4618;0;0
2006-06-15;449,5639;457,4941;449,0087;452,2601;0;0
2006-06-14;444,7982;455,0665;443,3654;443,445;0;0
2006-06-13;473,2321;474,1071;447,0607;449,0494;0;0
2006-06-12;480,4327;486,7165;479,5578;481,944;0;0
2006-06-09;480,7647;488,2692;476,3409;478,6318;0;0
2006-06-08;489,5171;489,5171;477,3459;480,6439;0;0
2006-06-07;487,372;493,0018;482,2895;490,3432;0;0
2006-06-06;487,896;490,6204;487,1176;489,1415;0;0
2006-06-02;490,597;498,6344;489,6606;498,4783;0;0
2006-06-01;494,6608;500,157;488,3009;494,4253;0;0
2006-05-31;507,6158;512,7448;495,8035;500,9325;0;0
2006-05-30;509,6191;518,3426;507,0488;510,9432;0;0
2006-05-29;508,7004;509,8762;508,7004;509,8762;0;0
2006-05-26;509,0256;512,6201;500,7424;509,4944;0;0
2006-05-25;505,9977;510,2313;500,98;509,9961;0;0
2006-05-24;520,5821;521,9049;495,2922;500,0389;0;0
2006-05-23;510,4743;524,8812;509,9291;522,9344;0;0
2006-05-22;502,2348;515,957;500,5097;515,0161;0;0
2006-05-19;537,4011;538,0277;509,5167;516,4878;0;0
2006-05-17;546,5766;556,2025;531,905;535,5535;0;0
